DDInterID_A,Drug_A,DDInterID_B,Drug_B,Level
DDInter1831,Tolmetin,DDInter1951,Warfarin,Major
DDInter1910,Valdecoxib,DDInter1951,Warfarin,Moderate
DDInter1004,Kanamycin,DDInter135,Atracurium,Major
DDInter590,Doxacurium,DDInter1004,Kanamycin,Major
DDInter676,Esomeprazole,DDInter1004,Kanamycin,Moderate
DDInter698,Etidronic acid,DDInter1004,Kanamycin,Moderate
DDInter699,Etodolac,DDInter1004,Kanamycin,Moderate
DDInter721,Fenoprofen,DDInter1004,Kanamycin,Moderate
DDInter763,Flurbiprofen,DDInter1004,Kanamycin,Moderate
DDInter921,Indomethacin,DDInter1004,Kanamycin,Moderate
DDInter1009,Ketoprofen,DDInter1004,Kanamycin,Moderate
DDInter1135,Meclofenamic acid,DDInter1004,Kanamycin,Moderate
DDInter1139,Mefenamic acid,DDInter1004,Kanamycin,Moderate
DDInter1143,Meloxicam,DDInter1004,Kanamycin,Moderate
DDInter1004,Kanamycin,DDInter1235,Mivacurium,Major
DDInter1254,Nabumetone,DDInter1004,Kanamycin,Moderate
DDInter1383,Pamidronic acid,DDInter1004,Kanamycin,Moderate
DDInter1004,Kanamycin,DDInter1385,Pancuronium,Major
DDInter1451,Phenylbutazone,DDInter1004,Kanamycin,Moderate
DDInter1004,Kanamycin,DDInter1473,Pipecuronium,Major
DDInter1478,Piroxicam,DDInter1004,Kanamycin,Moderate
DDInter1612,Rocuronium,DDInter1004,Kanamycin,Major
DDInter1613,Rofecoxib,DDInter1004,Kanamycin,Moderate
DDInter1729,Sulindac,DDInter1004,Kanamycin,Moderate
